epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,8518.68,0.41994,0.27509,0.85608,0.97284,0.9562,0.98594,0.84738,0.60814,0.26617,0.84757,0.004753,0.004753,0.004753
108,8597.52,0.41737,0.27218,0.85403,0.97237,0.95574,0.98583,0.84725,0.60834,0.26631,0.84734,0.0047035,0.0047035,0.0047035
109,8677.57,0.42015,0.27338,0.85816,0.97215,0.95607,0.98578,0.84741,0.60662,0.2652,0.84658,0.004654,0.004654,0.004654
110,8757.22,0.41767,0.27285,0.85449,0.97313,0.95481,0.98573,0.84758,0.60554,0.26453,0.84629,0.0046045,0.0046045,0.0046045
111,8836.65,0.41711,0.27209,0.855,0.97163,0.95521,0.9859,0.84745,0.6056,0.26447,0.84644,0.004555,0.004555,0.004555
112,8915.68,0.42392,0.27719,0.85855,0.97205,0.95487,0.9851,0.84828,0.60495,0.2648,0.84583,0.0045055,0.0045055,0.0045055
113,8994.69,0.41834,0.2728,0.85471,0.97172,0.95494,0.98589,0.84822,0.60441,0.26374,0.8461,0.004456,0.004456,0.004456
114,9073.23,0.41739,0.26997,0.85615,0.97154,0.95731,0.98606,0.8475,0.6043,0.26426,0.84632,0.0044065,0.0044065,0.0044065
115,9151.95,0.41207,0.26757,0.85015,0.97179,0.95705,0.98616,0.84856,0.60409,0.2638,0.84645,0.004357,0.004357,0.004357
116,9230.48,0.41261,0.26749,0.85436,0.97102,0.95636,0.98622,0.84894,0.60283,0.26311,0.84669,0.0043075,0.0043075,0.0043075
117,9309.11,0.40621,0.26578,0.85448,0.97216,0.95621,0.98619,0.8488,0.60247,0.26261,0.84704,0.004258,0.004258,0.004258
118,9387.84,0.40601,0.26399,0.85133,0.97374,0.95552,0.98623,0.8495,0.60292,0.26253,0.8468,0.0042085,0.0042085,0.0042085
119,9466.7,0.40756,0.26493,0.85081,0.97346,0.95599,0.98622,0.84939,0.60189,0.26261,0.84656,0.004159,0.004159,0.004159
120,9545.73,0.40728,0.26734,0.85231,0.97486,0.95583,0.98618,0.84929,0.60149,0.26278,0.84626,0.0041095,0.0041095,0.0041095
121,9624.84,0.40425,0.26664,0.8524,0.97517,0.95661,0.98606,0.84965,0.60164,0.26265,0.84622,0.00406,0.00406,0.00406
122,9705.29,0.4023,0.26341,0.84879,0.97346,0.95822,0.98605,0.8496,0.6013,0.26226,0.84602,0.0040105,0.0040105,0.0040105
123,9784.57,0.40259,0.26086,0.8502,0.97383,0.95828,0.98607,0.84964,0.60165,0.26321,0.8461,0.003961,0.003961,0.003961
124,9865.46,0.39765,0.25815,0.84689,0.97357,0.95825,0.98608,0.84961,0.60135,0.26275,0.84638,0.0039115,0.0039115,0.0039115
125,9943.84,0.39553,0.25961,0.84968,0.9748,0.95829,0.98615,0.85052,0.60101,0.26263,0.84697,0.003862,0.003862,0.003862
126,10022.6,0.39505,0.25953,0.84635,0.97481,0.95834,0.9862,0.85022,0.60107,0.26213,0.84725,0.0038125,0.0038125,0.0038125
127,10102.2,0.38904,0.25549,0.84456,0.9746,0.95758,0.98607,0.84972,0.60027,0.26139,0.8472,0.003763,0.003763,0.003763
128,10181.2,0.38805,0.25358,0.84474,0.97534,0.95747,0.9861,0.85012,0.59958,0.26098,0.84712,0.0037135,0.0037135,0.0037135
129,10260.2,0.3935,0.25666,0.84701,0.9756,0.95698,0.98618,0.85073,0.59912,0.26122,0.84695,0.003664,0.003664,0.003664
130,10339,0.38632,0.2532,0.84572,0.976,0.95699,0.98615,0.8511,0.59858,0.26056,0.84674,0.0036145,0.0036145,0.0036145
